data_type,group,pisco_classcode,high_abundance,ecologically_significant,cultural_significance,endangered_threatened,recreational_importance,commercial_importance,analysis_filter_1,analysis_filter_1_notes,cryptic,genus,species,common_name,ScientificName_accepted,Kingdom,Phylum,Class,Order,Family,size_cutoff,sampling_notes,juv_size_cutoff,WL_a,WL_b,WL_W_units,WL_L_units,WL_input_length,source_LW_LC,WL_Reference_Notes,LC.a._for_WL,LC.b._for_WL,LC_type_for_WL,LL_Reference_Notes_for_WL,LL_Equation_for_WL,Max_Length_fishbase,temporary copy of Targeted,Size_Mature_cm,SM_input_length,F_SM_Notes,source_maturity,No.Lat,So.Lat,source_biogeography,TrophicGroup,BroadTrophic,source_trophic,Targeted,CommercialTargeted,RecreationTargeted,notes_trophic_targeted,recreational_legal_size_in_TL_2020,commercial_legal_size_in_TL_2020,legal_size_in,yoy_size,yoy_code,Thermal grouping from UCSC 2012 biogeo,thermal_composite_class_from_Freedman_et_al_2021,thermal_agreement,source_thermal,feeding_mode,water_column_position,mobility,substrate_association,source_behavior,biomass_buster,F_Type_toupdate,F_a_toupdate,F_b_toupdate,F_L_units_toupdate,F_input_length_toupdate,L_conversion_toupdate,Description_toupdate,Output.units_toupdate,F_Citation_toupdate,source_fecundity_toupdate,fecundity_notes_toupdate
fish,fish,SEBSPP,,,,,,,,,,Sebastes,spp,"Rockfish, Unidentified Sp.",Sebastes,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,0.01464,2.96355,g,cm,TL,VRG,used Sebastes hopkinsi,,,,,,104,Targeted,,,,,,,,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,,,10,RYOY,,,,,discriminant predator,benthopelagic (near the bottom),NA,rock,PISCO species functional groups table (water column position and mobility ranges throughout genus),0,,,,,,,,,,,
fish,fish,SENT,,,,,,,,,,Sebastes,entomelas,Widow Rockfish,Sebastes entomelas,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,0.0164,2.942,g,cm,TL,VRG,Love et al. 2002,,,,,,60,Targeted,35,TL,(Female L50 - Love 1990) one brood per year,VRG,57,32,VRG,planktivore,planktivore,PISCO Fish size_trophic_table,Targeted,,,,,,,10,RYOY,,Cool,Moderate,Freedman,discriminant predator,roaming pelagic,mobile (100-1000m),rock,PISCO species functional groups table,0,F,0.007,4.7165,cm,TL,1,F=aTL(cm)^b    egg production (Eggs excised from ovarian membrane and  in Gilson's solution),eggs/gonad,"Love 1990 (multiplied \a\"" by 1000 since units were 1000's of eggs)""",VRG,
fish,fish,SGIG,,South,,South,,,,,,Stereolepis,gigas,Giant Sea Bass,Stereolepis gigas,Animalia,Chordata,Actinopterygii,Perciformes,Polyprionidae,,,10,0.000107,2.8032,g,mm,SL,VRG,Williams et al. 2013,1.2058,-1.08662,REVERSE,Williams et al. 2013,TL= 1.2058 *SL + -10.8662,250,Nontargeted,,,,,40,30,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Warm,Moderate,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (10-100m),rock,PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,SGUT,,,,,,,,,,Scorpaena,guttata,California Scorpionfish,Scorpaena guttata,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,10,3.66E-05,2.9831,g,mm,SL,VRG,Williams et al. 2013,1.2258,0.11535,REVERSE,Williams et al. 2013,TL= 1.2258 *SL + 1.1535,43,Targeted,18,TL,Female Size at maturity 18cm (Love 1987),VRG,37,24,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,10,10,10,,,,Warm,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (>1000m),sand-rock,PISCO species functional groups table,0,NO,NA,NA,NA,NA,,NA,NA,NA,VRG,
fish,fish,SHOP,,,,,,,,,,Sebastes,hopkinsi,Squarespot Rockfish,Sebastes hopkinsi,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,0.01464,2.96355,g,cm,TL,VRG,Love et al. 2002,,,,,,29,Targeted,14,TL,(Female L50 - Love 1990) multiple broods per year,VRG,37,29,VRG,planktivore,planktivore,VRG,Targeted,,,,,,,10,RYOY,,Warm,Low,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (100-1000m),rock,PISCO species functional groups table (used SHOPYOY),0,F,4.219,2.7994,cm,TL,1,F=aTL(cm)^b    egg production (Eggs excised from ovarian membrane and  in Gilson's solution),eggs/gonad,"Love 1990 (multiplied \a\"" by 1000 since units were 1000's of eggs)""",VRG,"Check source, CAMEO table says length in SL"
fish,fish,SJAP,,,,,,,,,,Scomber,japonicus,"Pacific Mackerel, Greenback Mackerel",Scomber japonicus,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,,,10,1.93E-05,2.9332,g,mm,SL,VRG,Williams et al. 2013,1.193,0.0881,REVERSE,van der Elst et al 1991,TL=.0881+1.193*SL,64,Targeted,,,,,57,-30,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,,,,,,Warm,Low,Freedman,filter feeder (active),roaming pelagic,mobile (>1000m),none (pelagic),PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,SLAL,,,,,,,,,,Seriola,lalandi,Yellowtail,Seriola lalandi,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,,,10,3.37E-05,2.85,g,mm,TL,VRG,RecFIN,,,,,,250,Targeted,,,,,47,30,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,24,28,24,,,,Warm,Moderate,Freedman,discriminant predator,roaming pelagic,mobile (>1000m),none (pelagic),PISCO species functional groups table,1,,97.36,0.0032,mm,SL,?,exponential F=a*exp^(b*L),,,Length_Fecundity from CAMEO Kelpforest database,
fish,fish,SLUC,,,,,,,,,,Synodus,lucioceps,California Lizardfish,Synodus lucioceps,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,,,10,2.12E-06,3.2551,g,mm,SL,VRG,Williams et al. 2013,1.147,-0.16583,REVERSE,Williams et al. 2013,TL= 1.147 *SL + -1.6583,64,Nontargeted,,,,,38,28,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Warm,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),soft,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,SMAL,,,,,,,,,,Sebastes,maliger,Quillback Rockfish,Sebastes maliger,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,1.26E-05,3.064,g,mm,TL,VRG,Moulton et al. 1977,,,,,,61,Targeted,,,,,60,34,VRG,piscivore,piscivore,Love 2011,Targeted,,,,,,,10,RYOY,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,SMAR,Central,,,,Central,Central,,,,Scorpaenichthys,marmoratus,Cabezon,Scorpaenichthys marmoratus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,,,10,5.50E-06,3.185,g,mm,TL,VRG,Lea et al. 1999,,,,,,99,Targeted,44.5,TL,Fitch and Lavenberg 1971,PISCO SAS code,56,26,VRG,benthic macro-invertivore,carnivore,Love 2011,Targeted,,,Changed to benthic-macroinvertivore from piscivore based on Love 2011. Largest individuals eat some fish but inverts are important to all size classes.,15,15,15,,,,Cool,Moderate,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,-87.54,0.29,mm,TL,1,linear F=a+b*L,,,Length_Fecundity from CAMEO Kelpforest database,
fish,fish,SMEL,"North, Central",,,,"North, Central","North, Central",,,,Sebastes,melanops,Black Rockfish,Sebastes melanops,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,5.81E-06,3.187,g,mm,TL,VRG,Lea et al. 1999,,,,,,63,Targeted,30,TL,Wyllie Echeverria 1987,PISCO SAS code,51,33,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,,,10,OYB,,Cool,High,Freedman,discriminant predator,resident pelagic (upper water column),mobile (>1000m),rock,PISCO species functional groups table,0,F,,,,,,64098*(fish_tl)-2083531,g?,"Wallace & Tagart 1994, Wyllie Echeverria 1987",PISCO SAS code,
fish,fish,SMIN,,,,,,,,,,Sebastes,miniatus,Vermilion Rockfish,Sebastes miniatus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,0.02157,2.92339,g,cm,TL,VRG,Love et al. 1990,,,,,,91,Targeted,36.5,TL,Lea et al 1999,PISCO SAS code,50,28,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,,,10,RYOY,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,F,0.002,5.0228,cm,TL,1,F=aTL(cm)^b    egg production (Eggs excised from ovarian membrane and  in Gilson's solution),eggs/gonad,"Love 1990 (multiplied \a\"" by 1000 since units were 1000's of eggs)""",VRG,"numbers don't match PISCO SAS code or CAMEO table, double check"
fish,fish,SMYS,"North, Central","North, Central",,,"North, Central",Central,,,,Sebastes,mystinus,Blue Rockfish,Sebastes mystinus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,9.77E-06,3.09,g,mm,TL,VRG,Lea et al. 1999,,,,,,61,Targeted,19.6,TL,Lea et al 1999,PISCO SAS code,60,31,VRG,planktivore,planktivore,PISCO Fish size_trophic_table,Targeted,,,,,,,10,SMYSYOY,,Cool,High,Freedman,discriminant predator,resident pelagic (upper water column),mobile (>1000m),rock,PISCO species functional groups table,0,NS,NA,NA,NA,NA,,(eggs = 211841*wt(kg) + 62585),#eggs,Key 2008,VRG,
fish,fish,SNEB,,,,,,,,,,Sebastes,nebulosus,China Rockfish,Sebastes nebulosus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,7.79E-06,3.177,g,mm,TL,VRG,Lea et al. 1999,,,,,,45,Targeted,,,,,57,34,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,12,12,10,RYOY,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,SPAU,,,,,,,,,,Sebastes,paucispinis,Bocaccio,Sebastes paucispinis,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,5.83E-09,3.0941,kg,mm,TL,VRG,RecFIN,,,,,,91,Targeted,36,TL,(Female L50 - Love 1990) multiple broods per year,VRG,57,29,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,,,10,SPAUYOY,,Cool,Moderate,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (>1000m),rock,PISCO species functional groups table,0,F,1.16,3.2696,cm,TL,1,F=aTL(cm)^b    egg production (Eggs excised from ovarian membrane and  in Gilson's solution),eggs/gonad,"Love 1990 (multiplied \a\"" by 1000 since units were 1000's of eggs)""","VRG - different from PISCO SAS code, check numbers",
fish,fish,SPIN,,,,,,,,,,Sebastes,pinniger,Canary Rockfish,Sebastes pinniger,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,6.88E-06,3.147,g,mm,TL,VRG,Lea et al. 1999,,,,,,76,Targeted,44,TL,(Female L50 - Echeverria 1987),VRG,56,31,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,,,10,SPINYOY,,Cool,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (>1000m),rock,PISCO species functional groups table,0,F,0.112,4.021,cm,TL,1,F=aTL(cm)^b,eggs,Phillips 1964 (calculated from raw data),VRG,
fish,fish,SPUL,South,South,,,South,South,,,,Semicossyphus,pulcher,California Sheephead,Semicossyphus pulcher,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,,10,8.45E-05,2.8047,g,mm,SL,VRG,Williams et al. 2013,0.8,0.323,TYPICAL,Hamilton et al 2011,SL=0.80TL+0.323,91,Targeted,24.06738869,TL,Caselle,PISCO SAS code,37,22,VRG,benthic macro-invertivore,carnivore,PISCO Fish size_trophic_table,Targeted,,,,12,13,12,10,SPULYOY,,Warm,High,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,F,0.00131,2.95,mm,SL,NEED TO UPDATE,power law F=a*L^b,,Caselle & Hamilton,Length_Fecundity from CAMEO Kelpforest database,
fish,fish,SRAS,,,,,,,,,,Sebastes,rastrelliger,Grass Rockfish,Sebastes rastrelliger,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,0.01,3.05,g,cm,TL,VRG,Wilson et al. 2012,,,,,,56,Targeted,,,,,44,28,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,12,12,10,RYOY,,Cool,Low,Freedman,discriminant predator,benthic (on/in the bottom),mobile (1-10m),rock,PISCO species functional groups table,0,,5.267,3.006,?,TL,1,power law F=a*L^b,,,Length_Fecundity from CAMEO Kelpforest database,
fish,fish,SROS,,,,,,,,,,Sebastes,rosaceus,Rosy Rockfish,Sebastes rosaceus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,9.89E-06,3.068,g,mm,TL,VRG,Lea et al. 1999,,,,,,36,Targeted,15,TL,(Female L50 - Love 1990) multiple broods per year,VRG,60,27,Fishbase,benthic macro-invertivore,carnivore,VRG,Targeted,,,,,,,10,RYOY,,Cool,High,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (10-100m),rock,PISCO species functional groups table,0,F,0.74,3.6497,cm,TL,1,F=aTL(cm)^b    egg production (Eggs excised from ovarian membrane and  in Gilson's solution),eggs/gonad,"Love 1990 (multiplied \a\"" by 1000 since units were 1000's of eggs)""",VRG,
fish,fish,SRUB,,,,,,,,,,Sebastes,rubrivinctus,Flag Rockfish,Sebastes rubrivinctus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,2.35E-05,2.9431,g,mm,TL,VRG,RecFIN,,,,,,51,Targeted,34,TL,(Female L50 - Echeverria 1987),VRG,60,30,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,,,10,RYOY,,Cool,High,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (100-1000m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,SSAG,,,,,,,,,,Sardinops,sagax,Pacific Sardine,Sardinops sagax,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,,,10,1.19E-05,3.021,g,mm,SL,VRG,Williams et al. 2013,0.814,0,TYPICAL,FishBase,SL=0.813TL,39.5,Targeted,,,,,55,23,VRG,planktivore,planktivore,PISCO Fish size_trophic_table,Targeted,,,,,,,,,,Eurythermal,Low,Freedman,filter feeder (active),roaming pelagic,mobile (>1000m),none (pelagic),PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,SSAX,,,,,,,,,,Sebastes,saxicola,Stripetail Rockfish,Sebastes saxicola,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,0.02479,2.8048,g,cm,TL,VRG,Love et al. 1990,,,,,,38,Targeted,10,TL,(Female L50 - Love 1990) one brood per year,VRG,57,27,VRG,planktivore,planktivore,VRG,Targeted,,,,,,,10,RYOY,,Cool,Moderate,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (100-1000m),rock,PISCO species functional groups table,0,F,0.548,3.7925,cm,TL,1,F=aTL(cm)^b    egg production (Eggs excised from ovarian membrane and  in Gilson's solution),eggs/gonad,"Love 1990 (multiplied \a\"" by 1000 since units were 1000's of eggs)""",VRG,"Check source, CAMEO table has different a value"
fish,fish,SSEM,,,,,,,,,,Sebastes,semicinctus,Halfbanded Rockfish,Sebastes semicinctus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,4.43E-09,3.182,kg,mm,TL,VRG,RecFIN,,,,,,25,Targeted,11,TL,(Female L50 - Love 1990) one brood per year,VRG,37,27,VRG,planktivore,planktivore,VRG,Targeted,,,,,,,10,RYOY,,Warm,High,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (100-1000m),rock,PISCO species functional groups table,0,F,0.289,3.9157,cm,TL,1,F=aTL(cm)^b    egg production (Eggs excised from ovarian membrane and  in Gilson's solution),eggs/gonad,"Love 1990 (multiplied \a\"" by 1000 since units were 1000's of eggs)""",VRG,
fish,fish,STICH,,,,,,,,,,Stichaeidae,spp,Pricklebacks,Stichaeidae,Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,,,10,1.45E-06,3.222401,g,mm,TL,VRG,used Xiphister mucosus,,,,,,76,Nontargeted,,,,,,,,benthic micro-invertivore,carnivore,none,Nontargeted,,,,,,,,,,,,,discriminant predator,benthic (on/in the bottom),mobile (1-10m),algae,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,STRE,,,,,,,,,,Sebastes,serriceps,Treefish,Sebastes serriceps,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,0.014,3.081,g,cm,TL,VRG,Colton and Larson 2007,,,,,,41,Targeted,,,,,37,28,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Targeted,,,,,,,10,RYOY,,Warm,Moderate,Freedman,discriminant predator,benthic (on/in the bottom),mobile (1-10m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,SUMB,,,,,,,,,,Sebastes,umbrosus,Honeycomb Rockfish,Sebastes umbrosus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,,,10,5.80E-09,3.1969,kg,mm,TL,VRG,RecFIN,,,,,,29.8,Targeted,,,,,37,26,VRG,planktivore,planktivore,Love 2011,Targeted,,,,,,,10,RYOY,,Warm,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (10-100m),rock,Fishbase (mobility guessed based on similar species),0,,,,,,,,,,,
fish,fish,SXYR,,,,,,,,,,Scorpaenodes,xyris,Rainbow scorpionfish,Scorpaenodes xyris,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,10,0.0167,2.9253,g,cm,TL,VRG,Balart et al. 2006,,,,,,15,Nontargeted,,,,,33,10,VRG,benthic macro-invertivore,carnivore,VRG,Nontargeted,,,Changed to nontargeted (too small),,,,,,,,,,discriminant predator,benthopelagic (near the bottom),mobile (10-100m),rock,Fishbase (mobility guessed based on discription - crevice dwelling),0,,,,,,,,,,,
fish,fish,SYNG,,,,,,,,,,Syngnathus,spp,Pipefish,Syngnathus,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,,,10,8.45E-08,3.3487,g,mm,SL,VRG,used Synganthus leptorhynchus,0.93,0,TYPICAL,FishBase,,50,Nontargeted,,,,,,,,planktivore,planktivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,,,,discriminant predator,resident pelagic (upper water column),mobile (10-100m),algae,PISCO species functional groups table (added substrate association),0,,,,,,,,,,,
fish,fish,SYRI,,,,,,,,,X,Synchirus/Rimicola,spp,Manacled Sculpin/Kelp Clingfish,Synchirus/Rimicola,Animalia,Chordata,Actinopterygii,Scorpaeniformes/Gobiesociformes,Cottidae/Gobiesocidae,,,5,7.00E-05,2.6479,g,mm,SL,VRG,used Orthonopias triacis,0.8081,-0.00774,TYPICAL,VRG unpublished data,(SL = aTL+b)cm,7,Nontargeted,,,,,56,31,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1 (used maxima of Synchirus gilli and Rimicola muscarum),benthic micro-invertivore,carnivore,Love 2011,Nontargeted,,,,,,,,,,,,,discriminant predator,benthic (on/in the bottom),mobile (1-10m),algae,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,TCAL,,,,,,,,,,Tetronarce,californica,Pacific Electric Ray,Tetronarce californica,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,,,10,7.00E-05,2.7748,g,mm,TL,VRG,Miller et al. 2008,,,,,,140,Nontargeted,,,,,53,28,VRG,piscivore,piscivore,PISCO Fish size_trophic_table,Nontargeted,,,,,,,,,,Cool,Moderate,Freedman,discriminant predator,benthic (on/in the bottom),mobile (>1000m),sand-rock,PISCO species functional groups table (added substrate association),1,,,,,,,,,,,
fish,fish,TPAC,,,,,,,,,,Thaleichthys,pacificus,Eulachon,Thaleichthys pacificus,Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,,,5,0.00389,3.16,g,cm,TL,"Fishbase (Bayesian estimate), Harvey 1987 has L-W for this species but in standard length and no L-L info found","Fishbase (Bayesian estimate), Harvey 1987 has L-W for this species but in standard length and no L-L info found",,,,,,25,Targeted,,,,,60,38,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,planktivore,planktivore,Love 2011,Targeted,,,,,,,,,,,,,filter feeder (active),roaming pelagic,mobile (>1000m),none (pelagic),Fishbase (some info guessed based on behavior discription),1,,,,,,,,,,,
fish,fish,TSEM,,,,,,,,,,Triakis,semifasciata,Leopard Shark,Triakis semifasciata,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,,,10,5.95E-06,2.9511,g,mm,TL,VRG,Williams et al. 2013,,,,,,198,Targeted,,,,,43,23,VRG,benthic macro-invertivore,carnivore,PISCO Fish size_trophic_table,Targeted,,,,36,36,36,,,,Eurythermal,Low,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (>1000m),soft,PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,TSYM,,,,,,,,,,Trachurus,symmetricus,Jack Mackerel,Trachurus symmetricus,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,,,10,7.00E-06,3.1246,g,mm,SL,VRG,Miller et al. 2008,0.795,0,TYPICAL,FishBase,SL=0.795*TL,81,Targeted,,,,,57,24,VRG,planktivore,planktivore,PISCO Fish size_trophic_table,Targeted,,,Changed to targeted,,,,,,,Warm,Low,Freedman,filter feeder (active),roaming pelagic,mobile (>1000m),none (pelagic),PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,UHAL,,,,,,,,,,Urolophus,halleri,Haller's Round Ray,Urolophus halleri,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Urotrygonidae,,,10,5.73E-05,3.0176,g,mm,DW,VRG,Williams et al. 2013,,,,,,58,Nontargeted,,,,,40,8,Biogeography database Fish from Ecol of Marine FIshes Appendix 1-1,benthic macro-invertivore,carnivore,VRG,Nontargeted,,,,,,,,,,Warm,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (>1000m),soft,PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,URON,,,,,,,,,,Umbrina,roncador,Yellowfin drum,Umbrina roncador,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,,10,3.00E-05,2.9233,g,mm,SL,VRG,Miller et al. 2008,1.166,0.297,REVERSE,Pondella 2008,TL=1.21*SL+2.97 (mm),56,Targeted,,,,,34,23,VRG,benthic micro-invertivore,carnivore,Love 2011,Targeted,,,,,,,,,,,,,discriminant predator,benthopelagic (near the bottom),mobile (>1000m),soft,"Fishbase, used some info for CSAT from PISCO table",0,,,,,,,,,,,
fish,fish,USAN,,,,,,,,,,Ulvicola,sanctaerosae,Kelp Gunnel,Ulvicola sanctaerosae,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,,,10,0.0043,3.018,g,cm,TL,VRG,used Pholis gunnellus,,,,,,29,Nontargeted,,,,,36,31,VRG,planktivore,planktivore,Love 2011,Nontargeted,,,,,,,,,,Cool,Moderate,Freedman,discriminant predator,benthic (on/in the bottom),mobile (1-10m),rock,PISCO species functional groups table,0,,,,,,,,,,,
fish,fish,ZEXA,,,,,,,,,,Zapteryx,exasperata,Banded Guitarfish,Zapteryx exasperata,Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,,,10,1.00E-06,3.4226,kg,cm,TL,VRG,Blanco-Parra et al. 2009,,,,,,83,Targeted,,,,,33,9,VRG,benthic macro-invertivore,carnivore,VRG,Targeted,,,,,,,,,,Warm,High,Freedman,discriminant predator,benthic (on/in the bottom),mobile (>1000m),soft,PISCO species functional groups table,1,,,,,,,,,,,
fish,fish,ZROS,,,,,,,,,,Zalembius,rosaceus,Pink Surfperch,Zalembius rosaceus,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,,,10,0.01532,2.927962,g,cm,TL,VRG,Love unpublished data,,,,,,20,Nontargeted,,,,,38,27,VRG,planktivore,planktivore,VRG,Nontargeted,,,,,,,,,,Eurythermal,Low,Freedman,discriminant predator,benthopelagic (near the bottom),mobile (100-1000m),sand-rock,PISCO species functional groups table,0,,,,,,,,,,,
swath,algae,ALAMAR,,,,,,,,,,Alaria,marginata,Alaria,Alaria marginata,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,all sizes,,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,ANTSOL,,,,,,,,,,Anthopleura,sola,Sunburst Anemone,Anthopleura sola,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,ANTSPP,,,,,,,,,,Anthopleura,spp,Unidentified Anemone,Anthopleura,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,">2.5cm, longest dimension","After 1999, species were ID'd and counted separately. This species group was split in 2000 into A. sola and A. xanthagrammica",,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,ANTXAN,,,,,,,,,,Anthopleura,xanthogrammica,Giant Green Anemone,Anthopleura xanthogrammica,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,APLCAL,,,,,,,,,,Aplysia,californica,California Brown Sea Hare,Aplysia californica,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,APLVAC,,,,,,,,,,Aplysia,vaccaria,Black Sea Hare,Aplysia vaccaria,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Nontargeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,APOCAL,South,,South,,,South,,,,Apostichopus,californicus,California Sea Cucumber,Apostichopus californicus,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,APOPAR,South,,South,,,South,,,,Apostichopus,parvimensis,Warty Sea Cucumber,Apostichopus parvimensis,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,">2.5cm, longest dimension",,,,,,,,,,,,,,,,,,,,,,,,,,,Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swath,invertebrate,APOSPP,,,,,,,,,,Apostichopus,spp,Sea Cucumber,Apostichopus,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,">2.5cm, longest dimension","After 1999/2000, species were ID'd and counted separately. This species group was split in 2000/2001 into P. californicus and P. parvimensis",,,,,,,,,,,,,,,,,,,,,,,,,,Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
